timestamp,host,event_id,username,source_ip,process,description
2026-03-12 15:45:00,WIN-ACCT-01,4688,diana,10.0.1.15,notepad.exe,A new process has been created
2026-03-12 16:12:00,WIN-FIN-02,4624,svc_backup,104.16.132.229,explorer.exe,An account was successfully logged on
2026-03-12 16:36:00,WIN-FIN-02,4672,edward,20.190.160.10,svchost.exe,Special privileges assigned to new logon
2026-03-12 17:01:00,WIN-FIN-02,4624,svc_backup,185.199.108.133,teams.exe,An account was successfully logged on
2026-03-12 17:41:00,WIN-LAB-03,4672,admin,52.95.120.34,cmd.exe,Special privileges assigned to new logon
2026-03-12 17:57:00,WIN-FIN-02,4624,edward,52.95.120.34,explorer.exe,An account was successfully logged on
2026-03-12 18:56:00,WIN-ACCT-01,4624,charlie,142.250.74.78,explorer.exe,An account was successfully logged on
2026-03-12 19:03:00,WIN-LAB-03,4625,fatima,10.0.0.22,svchost.exe,An account failed to log on
2026-03-12 19:15:00,WIN-ACCT-01,4624,bob,104.16.132.229,powershell.exe,An account was successfully logged on
2026-03-12 19:47:00,WIN-LAB-03,4688,charlie,34.117.59.81,notepad.exe,A new process has been created
2026-03-12 20:10:00,WIN-LAB-03,4625,svc_backup,142.250.74.78,cmd.exe,An account failed to log on
2026-03-12 22:34:00,WIN-LAB-03,4624,alice,104.16.132.229,svchost.exe,An account was successfully logged on
2026-03-12 23:10:00,WIN-FIN-02,4688,helen,185.199.108.133,chrome.exe,A new process has been created
2026-03-12 23:27:00,WIN-FIN-02,4624,svc_backup,192.168.1.20,cmd.exe,An account was successfully logged on
2026-03-12 23:27:00,WIN-LAB-03,4625,bob,192.168.1.20,notepad.exe,An account failed to log on
2026-03-12 23:32:00,WIN-LAB-03,4625,fatima,34.117.59.81,notepad.exe,An account failed to log on
2026-03-12 23:57:00,WIN-FIN-02,4624,fatima,192.168.1.20,cmd.exe,An account was successfully logged on
2026-03-13 01:08:00,WIN-LAB-03,4624,bob,10.0.0.12,chrome.exe,An account was successfully logged on
2026-03-13 01:22:00,WIN-ACCT-01,4624,svc_backup,10.0.0.22,powershell.exe,An account was successfully logged on
2026-03-13 01:59:00,WIN-ACCT-01,4624,charlie,81.2.69.142,teams.exe,An account was successfully logged on
2026-03-13 03:06:00,WIN-FIN-02,4624,alice,91.198.174.192,cmd.exe,An account was successfully logged on
2026-03-13 03:19:00,WIN-ACCT-01,4625,alice,20.190.160.10,svchost.exe,An account failed to log on
2026-03-13 03:25:00,WIN-LAB-03,4625,helen,10.0.0.33,notepad.exe,An account failed to log on
2026-03-13 03:30:00,WIN-ACCT-01,4624,admin,203.0.113.45,cmd.exe /c whoami,Successful logon from suspicious source after brute force
2026-03-13 03:32:00,WIN-ACCT-01,4688,admin,203.0.113.45,powershell.exe -EncodedCommand SQBFAFgA,Suspicious encoded PowerShell execution
2026-03-13 03:33:00,WIN-LAB-03,4672,bob,192.168.1.20,chrome.exe,Special privileges assigned to new logon
2026-03-13 03:35:00,WIN-ACCT-01,7045,admin,203.0.113.45,"rundll32.exe temp.dll,Start",Suspicious service installation
2026-03-13 03:37:00,WIN-FIN-02,4688,svc_backup,104.16.132.229,powershell.exe,A new process has been created
2026-03-13 03:40:00,WIN-ACCT-01,1102,admin,203.0.113.45,wevtutil cl Security,Audit log cleared
2026-03-13 04:19:00,WIN-FIN-02,4625,alice,10.0.0.22,notepad.exe,An account failed to log on
2026-03-13 04:20:00,WIN-LAB-03,4625,diana,10.0.0.33,explorer.exe,An account failed to log on
2026-03-13 05:30:00,WIN-LAB-03,4624,alice,10.0.1.15,chrome.exe,An account was successfully logged on
2026-03-13 06:29:00,WIN-ACCT-01,4624,charlie,20.190.160.10,chrome.exe,An account was successfully logged on
2026-03-13 07:53:00,WIN-FIN-02,4624,alice,81.2.69.142,explorer.exe,An account was successfully logged on
2026-03-13 08:03:00,WIN-ACCT-01,4624,george,10.0.0.33,svchost.exe,An account was successfully logged on
2026-03-13 08:26:00,WIN-FIN-02,4625,svc_backup,52.95.120.34,svchost.exe,An account failed to log on
2026-03-13 08:40:00,WIN-LAB-03,4624,charlie,81.2.69.142,explorer.exe,An account was successfully logged on
2026-03-13 09:02:00,WIN-FIN-02,4625,fatima,13.107.246.45,cmd.exe,An account failed to log on
2026-03-13 11:34:00,WIN-LAB-03,4688,bob,104.16.132.229,powershell.exe,A new process has been created
2026-03-13 12:32:00,WIN-LAB-03,4625,diana,81.2.69.142,svchost.exe,An account failed to log on
2026-03-13 12:59:00,WIN-ACCT-01,4624,diana,142.250.74.78,powershell.exe,An account was successfully logged on
2026-03-13 14:01:00,WIN-LAB-03,4688,svc_backup,192.168.1.44,teams.exe,A new process has been created
2026-03-13 14:47:00,WIN-LAB-03,4624,george,192.168.1.20,explorer.exe,An account was successfully logged on
2026-03-13 14:49:00,WIN-FIN-02,4624,svc_backup,10.0.0.12,svchost.exe,An account was successfully logged on
2026-03-13 14:57:00,WIN-FIN-02,4625,edward,10.0.0.22,chrome.exe,An account failed to log on
2026-03-13 16:22:00,WIN-ACCT-01,4625,diana,34.117.59.81,chrome.exe,An account failed to log on
2026-03-13 17:08:00,WIN-LAB-03,4625,charlie,10.0.0.12,chrome.exe,An account failed to log on
2026-03-13 17:41:00,WIN-FIN-02,4624,alice,34.117.59.81,notepad.exe,An account was successfully logged on
2026-03-13 18:35:00,WIN-FIN-02,4624,bob,52.95.120.34,powershell.exe,An account was successfully logged on
2026-03-13 19:15:00,WIN-ACCT-01,4688,edward,192.168.1.44,cmd.exe,A new process has been created
2026-03-13 19:27:00,WIN-LAB-03,4625,svc_backup,151.101.1.69,chrome.exe,An account failed to log on
2026-03-13 19:33:00,WIN-ACCT-01,4624,helen,192.168.1.44,svchost.exe,An account was successfully logged on
2026-03-13 20:22:00,WIN-ACCT-01,4624,fatima,34.117.59.81,svchost.exe,An account was successfully logged on
2026-03-13 20:27:00,WIN-LAB-03,4672,edward,34.117.59.81,cmd.exe,Special privileges assigned to new logon
2026-03-13 21:46:00,WIN-ACCT-01,4625,helen,10.0.1.15,powershell.exe,An account failed to log on
2026-03-13 21:51:00,WIN-ACCT-01,4672,george,34.117.59.81,powershell.exe,Special privileges assigned to new logon
2026-03-13 22:06:00,WIN-FIN-02,4624,george,91.198.174.192,chrome.exe,An account was successfully logged on
2026-03-13 22:40:00,WIN-ACCT-01,4624,alice,10.0.0.12,svchost.exe,An account was successfully logged on
2026-03-13 22:49:00,WIN-LAB-03,4625,charlie,192.168.1.44,notepad.exe,An account failed to log on
2026-03-13 22:56:00,WIN-ACCT-01,4624,charlie,192.168.1.20,chrome.exe,An account was successfully logged on
2026-03-13 23:29:00,WIN-LAB-03,4624,svc_backup,142.250.74.78,notepad.exe,An account was successfully logged on
2026-03-13 23:47:00,WIN-ACCT-01,4624,svc_backup,52.95.120.34,chrome.exe,An account was successfully logged on
2026-03-14 00:23:00,WIN-LAB-03,4624,bob,10.0.0.12,cmd.exe,An account was successfully logged on
2026-03-14 01:37:00,WIN-FIN-02,4624,helen,10.0.0.12,cmd.exe,An account was successfully logged on
2026-03-14 02:01:00,WIN-ACCT-01,4624,admin,13.107.246.45,teams.exe,An account was successfully logged on
2026-03-14 02:11:00,WIN-ACCT-01,4625,admin,192.168.1.20,cmd.exe,An account failed to log on
2026-03-14 02:39:00,WIN-FIN-02,4624,diana,10.0.0.33,teams.exe,An account was successfully logged on
2026-03-14 04:04:00,WIN-FIN-02,4624,george,10.0.0.33,teams.exe,An account was successfully logged on
2026-03-14 04:09:00,WIN-LAB-03,4625,charlie,52.95.120.34,svchost.exe,An account failed to log on
2026-03-14 04:28:00,WIN-ACCT-01,4624,bob,13.107.246.45,chrome.exe,An account was successfully logged on
2026-03-14 05:27:00,WIN-FIN-02,4625,edward,185.199.108.133,teams.exe,An account failed to log on
2026-03-14 06:48:00,WIN-LAB-03,4625,fatima,20.190.160.10,svchost.exe,An account failed to log on
2026-03-14 06:54:00,WIN-LAB-03,4625,alice,20.190.160.10,cmd.exe,An account failed to log on
2026-03-14 07:00:00,WIN-LAB-03,4688,svc_backup,10.0.0.12,svchost.exe,A new process has been created
2026-03-14 07:49:00,WIN-FIN-02,4625,edward,192.168.1.20,notepad.exe,An account failed to log on
2026-03-14 08:18:00,WIN-FIN-02,4688,george,104.16.132.229,powershell.exe,A new process has been created
2026-03-14 08:31:00,WIN-ACCT-01,4625,diana,104.16.132.229,teams.exe,An account failed to log on
2026-03-14 09:00:00,WIN-LAB-03,4624,edward,34.117.59.81,explorer.exe,An account was successfully logged on
2026-03-14 09:03:00,WIN-LAB-03,4624,helen,192.168.1.20,svchost.exe,An account was successfully logged on
2026-03-14 09:41:00,WIN-FIN-02,4688,bob,34.117.59.81,powershell.exe,A new process has been created
2026-03-14 10:29:00,WIN-ACCT-01,4672,edward,91.198.174.192,cmd.exe,Special privileges assigned to new logon
2026-03-14 10:44:00,WIN-FIN-02,4625,edward,81.2.69.142,svchost.exe,An account failed to log on
2026-03-14 11:57:00,WIN-LAB-03,4624,charlie,13.107.246.45,svchost.exe,An account was successfully logged on
2026-03-14 12:11:00,WIN-ACCT-01,4625,svc_backup,91.198.174.192,cmd.exe,An account failed to log on
2026-03-14 12:26:00,WIN-LAB-03,4625,admin,192.168.1.44,cmd.exe,An account failed to log on
2026-03-14 12:27:00,WIN-LAB-03,4625,edward,34.117.59.81,explorer.exe,An account failed to log on
2026-03-14 13:11:00,WIN-FIN-02,4624,bob,142.250.74.78,notepad.exe,An account was successfully logged on
2026-03-14 13:42:00,WIN-FIN-02,4625,alice,151.101.1.69,notepad.exe,An account failed to log on
2026-03-14 13:48:00,WIN-ACCT-01,4625,svc_backup,10.0.0.22,svchost.exe,An account failed to log on
2026-03-14 14:00:00,WIN-LAB-03,4688,alice,34.117.59.81,svchost.exe,A new process has been created
2026-03-14 15:11:00,WIN-LAB-03,4688,edward,10.0.0.22,powershell.exe,A new process has been created
2026-03-14 15:23:00,WIN-LAB-03,4672,bob,13.107.246.45,svchost.exe,Special privileges assigned to new logon
2026-03-14 15:47:00,WIN-ACCT-01,4672,alice,104.16.132.229,cmd.exe,Special privileges assigned to new logon
2026-03-14 16:26:00,WIN-FIN-02,4624,diana,192.168.1.44,cmd.exe,An account was successfully logged on
2026-03-14 16:36:00,WIN-LAB-03,4624,fatima,151.101.1.69,svchost.exe,An account was successfully logged on
2026-03-14 17:02:00,WIN-LAB-03,4688,alice,20.190.160.10,notepad.exe,A new process has been created
2026-03-14 17:44:00,WIN-FIN-02,4624,bob,151.101.1.69,powershell.exe,An account was successfully logged on
2026-03-14 19:17:00,WIN-ACCT-01,4625,svc_backup,192.168.1.20,svchost.exe,An account failed to log on
2026-03-14 19:20:00,WIN-ACCT-01,4624,svc_backup,52.95.120.34,explorer.exe,An account was successfully logged on
2026-03-14 19:58:00,WIN-FIN-02,4688,helen,13.107.246.45,teams.exe,A new process has been created
2026-03-14 20:29:00,WIN-ACCT-01,4625,edward,192.168.1.20,teams.exe,An account failed to log on
2026-03-14 21:39:00,WIN-LAB-03,4625,alice,91.198.174.192,svchost.exe,An account failed to log on
2026-03-14 22:02:00,WIN-FIN-02,4625,admin,52.95.120.34,cmd.exe,An account failed to log on
2026-03-14 22:05:00,WIN-FIN-02,4720,administrator,192.0.2.66,net user tempadmin /add,Unexpected user account creation
2026-03-14 22:59:00,WIN-LAB-03,4624,edward,10.0.0.22,notepad.exe,An account was successfully logged on
2026-03-15 00:00:00,WIN-FIN-02,4625,fatima,192.168.1.44,teams.exe,An account failed to log on
2026-03-15 00:03:00,WIN-FIN-02,4625,fatima,185.199.108.133,powershell.exe,An account failed to log on
2026-03-15 00:18:00,WIN-ACCT-01,4625,alice,185.199.108.133,chrome.exe,An account failed to log on
2026-03-15 01:44:00,WIN-FIN-02,4624,helen,13.107.246.45,cmd.exe,An account was successfully logged on
2026-03-15 02:00:00,WIN-FIN-02,4625,admin,142.250.74.78,teams.exe,An account failed to log on
2026-03-15 02:13:00,WIN-FIN-02,4625,bob,91.198.174.192,notepad.exe,An account failed to log on
2026-03-15 02:23:00,WIN-LAB-03,4625,bob,20.190.160.10,notepad.exe,An account failed to log on
2026-03-15 02:27:00,WIN-LAB-03,4625,charlie,10.0.0.33,chrome.exe,An account failed to log on
2026-03-15 03:05:00,WIN-ACCT-01,4625,charlie,81.2.69.142,chrome.exe,An account failed to log on
2026-03-15 03:08:00,WIN-LAB-03,4688,diana,34.117.59.81,chrome.exe,A new process has been created
2026-03-15 03:10:00,WIN-LAB-03,4624,admin,185.199.108.133,chrome.exe,An account was successfully logged on
2026-03-15 05:05:00,WIN-FIN-02,4624,helen,192.168.1.20,chrome.exe,An account was successfully logged on
2026-03-15 06:22:00,WIN-FIN-02,4625,helen,20.190.160.10,cmd.exe,An account failed to log on
2026-03-15 07:05:00,WIN-LAB-03,4688,alice,142.250.74.78,cmd.exe,A new process has been created
2026-03-15 07:27:00,WIN-LAB-03,4688,bob,91.198.174.192,cmd.exe,A new process has been created
2026-03-15 07:42:00,WIN-LAB-03,4624,helen,151.101.1.69,chrome.exe,An account was successfully logged on
2026-03-15 07:52:00,WIN-ACCT-01,4688,edward,52.95.120.34,svchost.exe,A new process has been created
2026-03-15 08:23:00,WIN-LAB-03,4625,alice,10.0.1.15,svchost.exe,An account failed to log on
2026-03-15 08:34:00,WIN-LAB-03,4624,diana,52.95.120.34,svchost.exe,An account was successfully logged on
2026-03-15 08:46:00,WIN-ACCT-01,4688,bob,192.168.1.44,powershell.exe,A new process has been created
2026-03-15 09:40:00,WIN-LAB-03,4624,helen,81.2.69.142,teams.exe,An account was successfully logged on
2026-03-15 09:48:00,WIN-LAB-03,4624,charlie,10.0.0.12,cmd.exe,An account was successfully logged on
2026-03-15 09:55:00,WIN-FIN-02,4688,helen,151.101.1.69,cmd.exe,A new process has been created
2026-03-15 10:12:00,WIN-ACCT-01,4672,svc_backup,20.190.160.10,chrome.exe,Special privileges assigned to new logon
2026-03-15 12:07:00,WIN-ACCT-01,4672,diana,10.0.0.22,chrome.exe,Special privileges assigned to new logon
2026-03-15 12:08:00,WIN-FIN-02,4624,bob,10.0.1.15,svchost.exe,An account was successfully logged on
2026-03-15 12:49:00,WIN-ACCT-01,4625,helen,20.190.160.10,teams.exe,An account failed to log on
2026-03-15 13:17:00,WIN-ACCT-01,4672,charlie,10.0.1.15,notepad.exe,Special privileges assigned to new logon
2026-03-15 13:26:00,WIN-LAB-03,4672,admin,91.198.174.192,chrome.exe,Special privileges assigned to new logon
2026-03-15 13:26:00,WIN-FIN-02,4624,edward,192.168.1.44,teams.exe,An account was successfully logged on
2026-03-15 13:31:00,WIN-FIN-02,4624,helen,10.0.1.15,cmd.exe,An account was successfully logged on
2026-03-15 14:13:00,WIN-LAB-03,4624,edward,13.107.246.45,cmd.exe,An account was successfully logged on
2026-03-15 14:22:00,WIN-FIN-02,4624,bob,142.250.74.78,svchost.exe,An account was successfully logged on
2026-03-15 14:38:00,WIN-ACCT-01,4625,fatima,81.2.69.142,teams.exe,An account failed to log on
2026-03-15 14:41:00,WIN-FIN-02,4624,alice,20.190.160.10,notepad.exe,An account was successfully logged on
2026-03-15 15:02:00,WIN-FIN-02,4624,alice,10.0.0.33,teams.exe,An account was successfully logged on
2026-03-15 15:27:00,WIN-ACCT-01,4624,bob,34.117.59.81,teams.exe,An account was successfully logged on
2026-03-15 16:23:00,WIN-ACCT-01,4625,helen,185.199.108.133,cmd.exe,An account failed to log on
2026-03-15 16:55:00,WIN-LAB-03,4625,george,81.2.69.142,notepad.exe,An account failed to log on
2026-03-15 16:58:00,WIN-ACCT-01,4624,bob,10.0.1.15,powershell.exe,An account was successfully logged on
2026-03-15 17:18:00,WIN-FIN-02,4688,charlie,20.190.160.10,teams.exe,A new process has been created
2026-03-15 17:23:00,WIN-FIN-02,4625,admin,10.0.1.15,teams.exe,An account failed to log on
2026-03-15 18:05:00,WIN-LAB-03,4625,diana,104.16.132.229,svchost.exe,An account failed to log on
2026-03-15 18:26:00,WIN-FIN-02,4624,svc_backup,192.168.1.20,notepad.exe,An account was successfully logged on
2026-03-15 18:34:00,WIN-FIN-02,4688,edward,185.199.108.133,svchost.exe,A new process has been created
2026-03-15 19:12:00,WIN-ACCT-01,4624,edward,81.2.69.142,explorer.exe,An account was successfully logged on
2026-03-15 19:12:00,WIN-FIN-02,4625,george,151.101.1.69,chrome.exe,An account failed to log on
2026-03-15 19:21:00,WIN-FIN-02,4625,svc_backup,192.168.1.44,notepad.exe,An account failed to log on
2026-03-15 19:26:00,WIN-LAB-03,4625,svc_backup,192.168.1.44,cmd.exe,An account failed to log on
2026-03-15 19:29:00,WIN-FIN-02,4688,svc_backup,91.198.174.192,explorer.exe,A new process has been created
2026-03-15 19:33:00,WIN-ACCT-01,4688,edward,151.101.1.69,cmd.exe,A new process has been created
2026-03-15 19:36:00,WIN-ACCT-01,4624,diana,91.198.174.192,notepad.exe,An account was successfully logged on
2026-03-15 20:04:00,WIN-ACCT-01,4624,edward,10.0.0.12,notepad.exe,An account was successfully logged on
2026-03-15 20:06:00,WIN-FIN-02,4688,charlie,81.2.69.142,powershell.exe,A new process has been created
2026-03-15 20:08:00,WIN-ACCT-01,4672,helen,192.168.1.20,cmd.exe,Special privileges assigned to new logon
2026-03-15 20:31:00,WIN-LAB-03,4624,fatima,192.168.1.44,notepad.exe,An account was successfully logged on
2026-03-15 21:26:00,WIN-FIN-02,4624,george,10.0.0.12,svchost.exe,An account was successfully logged on
2026-03-15 21:34:00,WIN-LAB-03,4625,alice,10.0.0.33,cmd.exe,An account failed to log on
2026-03-15 21:52:00,WIN-LAB-03,4625,bob,20.190.160.10,notepad.exe,An account failed to log on
2026-03-15 23:13:00,WIN-FIN-02,4688,fatima,81.2.69.142,chrome.exe,A new process has been created
2026-03-15 23:21:00,WIN-ACCT-01,4624,helen,185.199.108.133,chrome.exe,An account was successfully logged on
2026-03-15 23:50:00,WIN-ACCT-01,4624,helen,104.16.132.229,explorer.exe,An account was successfully logged on
2026-03-16 00:20:00,WIN-FIN-02,4624,admin,13.107.246.45,explorer.exe,An account was successfully logged on
2026-03-16 00:33:00,WIN-ACCT-01,4688,charlie,10.0.1.15,explorer.exe,A new process has been created
2026-03-16 01:23:00,WIN-FIN-02,4688,bob,34.117.59.81,notepad.exe,A new process has been created
2026-03-16 01:35:00,WIN-LAB-03,4688,charlie,13.107.246.45,explorer.exe,A new process has been created
2026-03-16 01:36:00,WIN-FIN-02,4688,svc_backup,10.0.0.12,powershell.exe,A new process has been created
2026-03-16 02:01:00,WIN-ACCT-01,4624,alice,81.2.69.142,explorer.exe,An account was successfully logged on
2026-03-16 02:08:00,WIN-LAB-03,4624,diana,192.168.1.20,svchost.exe,An account was successfully logged on
2026-03-16 02:27:00,WIN-FIN-02,4624,charlie,81.2.69.142,svchost.exe,An account was successfully logged on
2026-03-16 02:31:00,WIN-FIN-02,4688,fatima,10.0.1.15,explorer.exe,A new process has been created
2026-03-16 03:04:00,WIN-ACCT-01,4625,svc_backup,142.250.74.78,powershell.exe,An account failed to log on
2026-03-16 03:14:00,WIN-ACCT-01,4624,svc_backup,10.0.0.22,powershell.exe,An account was successfully logged on
2026-03-16 03:25:00,WIN-LAB-03,4624,svc_backup,20.190.160.10,explorer.exe,An account was successfully logged on
2026-03-16 03:29:00,WIN-ACCT-01,4688,alice,151.101.1.69,powershell.exe,A new process has been created
2026-03-16 03:48:00,WIN-ACCT-01,4625,helen,10.0.0.22,notepad.exe,An account failed to log on
2026-03-16 03:51:00,WIN-ACCT-01,4624,bob,10.0.0.12,cmd.exe,An account was successfully logged on
2026-03-16 04:31:00,WIN-ACCT-01,4625,charlie,13.107.246.45,svchost.exe,An account failed to log on
2026-03-16 04:35:00,WIN-LAB-03,4624,admin,10.0.0.12,chrome.exe,An account was successfully logged on
2026-03-16 04:36:00,WIN-FIN-02,4672,edward,52.95.120.34,svchost.exe,Special privileges assigned to new logon
2026-03-16 05:02:00,WIN-LAB-03,4688,edward,142.250.74.78,cmd.exe,A new process has been created
2026-03-16 05:27:00,WIN-ACCT-01,4625,helen,20.190.160.10,chrome.exe,An account failed to log on
2026-03-16 05:33:00,WIN-ACCT-01,4688,helen,20.190.160.10,chrome.exe,A new process has been created
2026-03-16 05:35:00,WIN-FIN-02,4624,fatima,10.0.0.33,chrome.exe,An account was successfully logged on
2026-03-16 05:35:00,WIN-LAB-03,4672,george,13.107.246.45,cmd.exe,Special privileges assigned to new logon
2026-03-16 06:02:00,WIN-ACCT-01,4624,bob,52.95.120.34,notepad.exe,An account was successfully logged on
2026-03-16 06:06:00,WIN-LAB-03,4672,helen,10.0.1.15,svchost.exe,Special privileges assigned to new logon
2026-03-16 06:30:00,WIN-ACCT-01,4688,fatima,104.16.132.229,chrome.exe,A new process has been created
2026-03-16 06:50:00,WIN-ACCT-01,4688,fatima,185.199.108.133,svchost.exe,A new process has been created
2026-03-16 07:00:00,WIN-LAB-03,4624,alice,10.0.1.15,svchost.exe,An account was successfully logged on
2026-03-16 07:08:00,WIN-FIN-02,4625,admin,52.95.120.34,cmd.exe,An account failed to log on
2026-03-16 07:18:00,WIN-LAB-03,4688,admin,81.2.69.142,teams.exe,A new process has been created
2026-03-16 08:14:00,WIN-ACCT-01,4624,diana,192.168.1.20,powershell.exe,An account was successfully logged on
2026-03-16 08:20:00,WIN-FIN-02,4624,edward,192.168.1.20,svchost.exe,An account was successfully logged on
2026-03-16 08:25:00,WIN-LAB-03,4624,fatima,10.0.0.33,svchost.exe,An account was successfully logged on
2026-03-16 08:53:00,WIN-LAB-03,4624,fatima,20.190.160.10,teams.exe,An account was successfully logged on
2026-03-16 08:55:00,WIN-ACCT-01,4624,george,10.0.0.33,cmd.exe,An account was successfully logged on
2026-03-16 09:10:00,WIN-ACCT-01,4624,george,185.199.108.133,svchost.exe,An account was successfully logged on
2026-03-16 10:16:00,WIN-FIN-02,4624,fatima,104.16.132.229,chrome.exe,An account was successfully logged on
2026-03-16 11:16:00,WIN-FIN-02,4624,fatima,185.199.108.133,cmd.exe,An account was successfully logged on
2026-03-16 12:15:00,WIN-ACCT-01,4688,alice,104.16.132.229,teams.exe,A new process has been created
2026-03-16 12:43:00,WIN-ACCT-01,4625,edward,81.2.69.142,explorer.exe,An account failed to log on
2026-03-16 13:05:00,WIN-ACCT-01,4624,admin,192.168.1.44,chrome.exe,An account was successfully logged on
2026-03-16 13:15:00,WIN-ACCT-01,4625,bob,142.250.74.78,svchost.exe,An account failed to log on
2026-03-16 13:21:00,WIN-ACCT-01,4625,diana,81.2.69.142,explorer.exe,An account failed to log on
2026-03-16 13:23:00,WIN-LAB-03,4624,admin,142.250.74.78,svchost.exe,An account was successfully logged on
2026-03-16 13:52:00,WIN-LAB-03,4688,admin,91.198.174.192,cmd.exe,A new process has been created
2026-03-16 14:16:00,WIN-FIN-02,4624,svc_backup,81.2.69.142,svchost.exe,An account was successfully logged on
2026-03-16 14:26:00,WIN-LAB-03,4624,helen,192.168.1.20,notepad.exe,An account was successfully logged on
2026-03-16 14:49:00,WIN-FIN-02,4624,george,81.2.69.142,chrome.exe,An account was successfully logged on
2026-03-16 15:25:00,WIN-ACCT-01,4624,fatima,192.168.1.44,cmd.exe,An account was successfully logged on
2026-03-16 15:49:00,WIN-ACCT-01,4672,diana,192.168.1.44,svchost.exe,Special privileges assigned to new logon
2026-03-16 15:53:00,WIN-LAB-03,4624,fatima,104.16.132.229,svchost.exe,An account was successfully logged on
2026-03-16 16:30:00,WIN-FIN-02,4624,helen,20.190.160.10,teams.exe,An account was successfully logged on
2026-03-16 17:10:00,WIN-LAB-03,4624,helen,192.168.1.44,chrome.exe,An account was successfully logged on
2026-03-16 17:22:00,WIN-FIN-02,4624,george,192.168.1.44,teams.exe,An account was successfully logged on
2026-03-16 21:06:00,WIN-FIN-02,4625,bob,81.2.69.142,cmd.exe,An account failed to log on
2026-03-16 21:08:00,WIN-ACCT-01,4625,alice,13.107.246.45,explorer.exe,An account failed to log on
2026-03-16 21:12:00,WIN-ACCT-01,4625,bob,81.2.69.142,cmd.exe,An account failed to log on
2026-03-16 21:48:00,WIN-FIN-02,4624,helen,20.190.160.10,explorer.exe,An account was successfully logged on
2026-03-16 22:02:00,WIN-ACCT-01,4624,helen,185.199.108.133,svchost.exe,An account was successfully logged on
2026-03-16 22:14:00,WIN-ACCT-01,4672,helen,192.168.1.20,chrome.exe,Special privileges assigned to new logon
2026-03-16 22:34:00,WIN-LAB-03,4624,charlie,192.168.1.20,cmd.exe,An account was successfully logged on
2026-03-16 22:47:00,WIN-LAB-03,4688,george,13.107.246.45,explorer.exe,A new process has been created
2026-03-16 23:42:00,WIN-LAB-03,4624,fatima,192.168.1.20,teams.exe,An account was successfully logged on
2026-03-17 00:08:00,WIN-LAB-03,4624,helen,91.198.174.192,explorer.exe,An account was successfully logged on
2026-03-17 02:03:00,WIN-LAB-03,4625,bob,10.0.1.15,cmd.exe,An account failed to log on
2026-03-17 02:47:00,WIN-LAB-03,4624,george,192.168.1.44,svchost.exe,An account was successfully logged on
2026-03-17 03:08:00,WIN-ACCT-01,4625,edward,20.190.160.10,chrome.exe,An account failed to log on
2026-03-17 03:08:00,WIN-LAB-03,4688,george,192.168.1.20,powershell.exe,A new process has been created
2026-03-17 03:14:00,WIN-FIN-02,4625,bob,91.198.174.192,explorer.exe,An account failed to log on
2026-03-17 03:28:00,WIN-ACCT-01,4624,fatima,192.168.1.20,svchost.exe,An account was successfully logged on
2026-03-17 03:37:00,WIN-LAB-03,4625,admin,104.16.132.229,cmd.exe,An account failed to log on
2026-03-17 04:25:00,WIN-ACCT-01,4624,alice,91.198.174.192,svchost.exe,An account was successfully logged on
